symbol,ub_symbol,sub.uniport,ub.uniport,ub.type
APRR1,ADO1,Q9LKL2,Q94BT6,E3
AIP2,AIP2,Q8RXD3,Q8RXD3,E3
ABI3,AIP2,Q01593,Q8RXD3,E3
ATL55,ATL55,Q9LX93,Q9LX93,E3
ABI2,BPM3,O04719,O22286,E3
ABI1,BPM3,P49597,O22286,E3
HAB1,BPM3,Q9CAJ0,O22286,E3
PP2CA,BPM3,P49598,O22286,E3
ABI1,BPM5,P49597,Q1EBV6,E3
HAB1,BPM5,Q9CAJ0,Q1EBV6,E3
PP2CA,BPM5,P49598,Q1EBV6,E3
ABI2,BPM5,O04719,Q1EBV6,E3
FTSH1,CHIP,Q39102,Q9SRS9,E3
CLPP4,CHIP,Q94B60,Q9SRS9,E3
HY5,CIP8,O24646,Q9SPL2,E3
TIFY10A,COI1,Q9LMA8,O04197,E3
TIFY6B,COI1,Q9LVI4,O04197,E3
MYB21,COP1,Q9LK95,P43254,E3
PHYA,COP1,P14712,P43254,E3
HFR1,COP1,Q9FE22,P43254,E3
CRY1,COP1,Q43125,P43254,E3
PIF5,COP1,Q84LH8,P43254,E3
GI,COP1,Q9SQI2,P43254,E3
HY5,COP1,O24646,P43254,E3
CO,COP1,Q39057,P43254,E3
PIF1,COP1,Q8GZM7,P43254,E3
HYH,COP1,Q8W191,P43254,E3
LAF1,COP1,Q9M0K4,P43254,E3
RGL2,CRL1,Q8GXW1,O22809,E3
DREB2A,DRIP1,O82132,Q9M9Y4,E3
DREB2A,DRIP2,O82132,Q94AY3,E3
ABI5,DWA2,Q9SJN0,Q6NPN9,E3
CUL1,EBF1,Q94AH6,Q9SKK0,E3
EIN3,EBF2#EBF1,O24606,Q708Y0#Q9SKK0,E3
ACS5,ETO1,Q37001,O65020,E3
CDKA-1,FBL17,P24100,Q8W104,E3
RGL2,GID2,Q8GXW1,Q9STX3,E3
RGA,GID2,Q9SLH3,Q9STX3,E3
GAI,GID2,Q9LQT8,Q9STX3,E3
SCRM,HOS1,Q9LSE2,Q84JU6,E3
H2B,HUB1,O23629,Q8RXD6,E3
H2B,HUB2,O23629,Q9C895,E3
ABI5,KEG,Q9SJN0,Q9FY48,E3
ABI1,LOG2,P49597,Q9S752,E3
MYB30,MIEL1,Q9SCU7,Q8VZK0,E3
DMT1,ORTH3,P34881,Q9FVS2,E3
CMT3,ORTH3,Q94F88,Q9FVS2,E3
PEX5,PEX12,Q9FMA3,Q9M841,E3
KIN10,PRL1,Q38997,Q42384,E3
FLS2,PUB13,Q9FL28,Q9SNC6,E3
RPN12A,PUB22,Q9SGW3,Q9SVC6,E3
RPN12A,PUB23,Q9SGW3,Q84TG3,E3
MYB15,PUB25,Q9LTC4,Q9LT79,E3
MAPKKK18,RGLG1,Q9ZVP5,Q9SS90,E3
MAPKKK18,RGLG2,Q9ZVP5,Q9LY87,E3
MYB30,RHA2B,Q9SCU7,Q9ZU51,E3
KRP1,RKP,Q67Y93,Q9SIZ8,E3
KRP2,RKP,Q9SCR2,Q9SIZ8,E3
PIP2-1,RMA1,P43286,O64425,E3
ERABP1,RMA2,P33487,P93030,E3
ENO2,SAP5,P25696,Q9LHJ8,E3
DRIP1,SAP5,Q9M9Y4,Q9LHJ8,E3
DRIP2,SAP5,Q94AY3,Q9LHJ8,E3
HSP90-5,SAP5,Q9SIF2,Q9LHJ8,E3
NAC021,SINAT5,Q84TE6,Q8S3N1,E3
EIF4A1,TAMAB2,P41376,-,E3
AT1G17220,TAMAB2,Q9SHI1,-,E3
EIF3G1,TAMAB2,F4J6A1,-,E3
TIF3C1,TAMAB2,O49160,-,E3
TIF3A1,TAMAB2,Q9LD55,-,E3
RPS9,TAMAB2,Q9XJ27,-,E3
ABI5,THO6,Q9SJN0,Q8L4M1,E3
IAA12,TIR1,Q38830,Q570C0,E3
IAA3,TIR1,Q38822,Q570C0,E3
IAA7,TIR1,Q38825,Q570C0,E3
WRKY53,UPL5,Q9SUP6,Q9SU29,E3
ACS4,XBAT32,Q43309,Q6NLQ8,E3
ACS7,XBAT32,Q9STR4,Q6NLQ8,E3
ELF3,XBAT35,O82804,Q4FE47,E3
RHOA,KCTD13,P61585,Q2T9W0,E3
AURKB,KLHL21,Q7YRC6,Q08DS0,E3
FIS1,MARCHF5,Q3T0I5,Q3ZC24,E3
PCNA,PAXIP1,Q3ZBW4,A0JNA8,E3
RNF220,RNF220,Q08DV5,Q08DV5,E3
BMI1,SPOP,Q32KX7,Q0VCW1,E3
TRIM17,TRIM17,Q2T9Z0,Q2T9Z0,E3
USP4,TRIM21,A6QR55,Q7YRV4,E3
IKBKB,TRIM21,Q95KV0,Q7YRV4,E3
HIS-68,BRD-1,P09588,Q21209,E3
VPS-34,CHN-1,Q9TXI7,G5ECY6,E3
DAF-2,CHN-1,Q968Y9,G5ECY6,E3
RPY-1,DELETED,Q09485,O61899,E3
DELETED,DELETED,Q09981,Q9BMU2,E3
SKN-1,EEL-1,P34707,Q9GUP2,E3
OGT-1,EEL-1,O18158,Q9GUP2,E3
UNC-10,FBXL-1,Q22366,P34284,E3
TRA-1,FEM-1,P34708,P17221,E3
SKR1,FPAB1,G5ECU1,Q557E4,E3
CYB3,MAT2,Q10654,O18191,E3
SAS5,MAT3,Q20010,Q19294,E3
MEI-1,MEL-26,P34808,Q94420,E3
FIGL-1,MEL-26,O16299,Q94420,E3
LIN12,MIB1,P14585,Q9U2C5,E3
GLP1,MIB1,P13508,Q9U2C5,E3
CEBP1,RPM1,Q18909,Q17551,E3
UNC-51,RPM-1,Q23023,Q17551,E3
DLK-1,RPM-1,O01700,Q17551,E3
LIN-41,SEL-10,Q9U489,Q17389,E3
ATLN-1,SEL-11,Q9BMU4,Q20798,E3
SRC-1,SLI-1,G5EE56,Q19019,E3
HIS68,SPAT3,P09588,H2KYH3,E3
DAF-2,STUB1,Q968Y9,Q9XYW6,E3
LIN-28,UBR-1,P92186,P91133,E3
MYO-3,UFD-2,P12844,Q09349,E3
DELETED,VHL-1,O45486,Q19213,E3
PQE1,WWP1,Q10124,Q9N2Z7,E3
AMA-1,WWP-1,P16356,Q9N2Z7,E3
ZIP-3,WWP-1,Q9XUK2,Q9N2Z7,E3
HIS2B,BRE1,P02283,Q9VRP9,E3
SRC42A,CBL,Q9V9J3,Q9VSK2,E3
YKI,DCAF12,Q45VV3,Q9VGE3,E3
DIAP1,DIAP1,Q24306,Q24306,E3
DRONC,DIAP1,Q9XYF4,Q24306,E3
RPR,DIAP1,Q24475,Q24306,E3
DIAP1,DIAP2,Q24306,Q24307,E3
SRL,DRNF34,Q8IPM1,A1Z971,E3
ORC1,FZR,O16810,O18402,E3
WTS,FZR,Q9VA38,Q9W4H9,E3
CYCB,FZY,P20439,Q24044,E3
GEMININ,FZY,Q7JX41,Q24044,E3
NMNAT,HIW,Q9VC03,Q9NB71,E3
BRUCE,KLHL10,Q9VH01,Q6GKZ1,E3
DMEL\CG10324,KLHL18,Q9VES0,Q9VGE5,E3
UKL,KLHL18,Q9XYZ6,Q9VGE5,E3
L(2)37CB,KLHL18,Q9VIZ3,Q9VGE5,E3
E2F1,L(2)DTL,Q27368,Q24371,E3
LATS1,MAHJ,Q8BYR2,Q9W2F2,E3
SER,MIB1,P18168,Q9VUX2,E3
DL,MIB1,P10041,Q9VUX2,E3
E2F1,MOI,Q27368,B7Z0L8,E3
ROBO1,NEDD4,Q9W213,Q9VVI3,E3
COMM,NEDD4,Q24139,Q9VVI3,E3
N,NEDD4,P07207,Q9VVI3,E3
SH3PX1,NEDD4,Q9NCC3,Q9VVI3,E3
SER,NEUR,P18168,P29503,E3
DL,NEUR,P10041,P29503,E3
MARF,PARK,Q7YU24,Q7KTX7,E3
PORIN,PARK,Q94920,Q7KTX7,E3
HAT1,POE,Q0KIB3,M9PB68,E3
PUC,RDX,Q9VHV8,Q9VFP2,E3
CI,RDX,P19538,Q9VFP2,E3
AXN,RNF146,Q9V407,B7Z078,E3
HIS2AV,SCE,P08985,Q9VB08,E3
TTK,SINA,P42282,P21461,E3
SAK,SLMB,O97143,O44382,E3
NERFIN-1,SLMB,Q9V3B8,Q9VDE3,E3
PUC,SPOP,O46122,-,E3
PUC,SPOP,Q9VHV8,-,E3
INR,STUB1,P09208,Q9XYW6,E3
DX,SU(DX),Q23985,B7YZY9,E3
DX,SU(DX),Q23985,Q9Y0H4,E3
AOS1,SU(VAR)210,Q7KJV5,A1Z7P5,E3
H,TOPORS,P14003,Q9V8P9,E3
RNGO,UBE3A,Q9VXF9,Q9VTH1,E3
ATPALPHA,UBE3A,P13607,Q9VTH1,E3
TP63,DTL,Q8JFE3,Q5RHI5,E3
SHHA,GAN,Q92008,A0A2I4KBP1,E3
DSH,KLHL12,-,Q5U374,E3
TP53,MDM2,P79734,O42354,E3
JAG1B,MIB1,Q90Y54,Q804S5,E3
DLB,MIB1,O57409,Q804S5,E3
DLD,MIB1,Q8UWJ4,Q804S5,E3
STING1,MIB1,E7F4N7,Q804S5,E3
JAG1A,MIB1,Q90Y57,Q804S5,E3
DLC,MIB1,Q9IAT6,Q804S5,E3
DLA,MIB1,Q6DI48,Q804S5,E3
H3F3A,RAG1,Q6PI20,O13033,E3
ZGC:113984,RAG1,Q4QRF4,O13033,E3
DNMT1,RNF4,Q803T0,A0A2R8Q387,E3
CDHR1A,SIAH1,G1K2I7,Q7ZVG6,E3
TP53,SMURF2,P79734,A9JRZ0,E3
SYVN1,SYVN1,Q803I8,Q803I8,E3
CCND1,TTC3,Q90459,E7EYR3,E3
UAPA,HULA,Q07307,Q5BDP1,E3
FBXW7,TRP120,Q969H0,-,E3
CDH1,CBLL1,P08641,Q5ZHZ4,E3
H3IX,RAG1,P84247,P24271,E3
H3I,RAG1,P84229,P24271,E3
MYD88,SPOP,A5HNF6,E1C049,E3
ESR1,AHR,P03372,P35869,E3
PPARG,AHR,P37231,P35869,E3
BECN1,AMBRA1,Q14457,Q9C0C7,E3
APOB,AMFR,P04114,Q9UKV5,E3
CD3D,AMFR,P04234,Q9UKV5,E3
SOD1,AMFR,P00441,Q9UKV5,E3
CYP3A4,AMFR,P08684,Q9UKV5,E3
HMGCR,AMFR,P04035,Q9UKV5,E3
SERPINA1,AMFR,P01009,Q9UKV5,E3
INSIG1,AMFR,O15503,Q9UKV5,E3
GJB1,AMFR,P08034,Q9UKV5,E3
HERPUD1,AMFR,Q15011,Q9UKV5,E3
CFTR,AMFR,P13569,Q9UKV5,E3
MFN1,AMFR,Q8IWA4,Q9UKV5,E3
MFN2,AMFR,O95140,Q9UKV5,E3
CD82,AMFR,P27701,Q9UKV5,E3
UBL4A,AMFR,P11441,Q9UKV5,E3
SERPINI1,AMFR,Q99574,Q9UKV5,E3
PTTG1,ANAPC11,O95997,Q9NYG5,E3
ANLN,ANAPC11,Q9NQW6,Q9NYG5,E3
GMNN,ANAPC11,O75496,Q9NYG5,E3
CCNB1,ANAPC11,P14635,Q9NYG5,E3
PTTG1,ANAPC2,O95997,Q9UJX6,E3
IRS2,APC/C,Q9Y4H2,-,E3
PNN,APC/C,Q9H307,-,E3
ARID1B,ARID1B,Q8NFD5,Q8NFD5,E3
EIF4E2,ARIH1,O60573,Q9Y4X5,E3
SIM2,ARIH1,Q14190,Q9Y4X5,E3
NFKBIB,ARIH2,Q15653,O95376,E3
APOBEC3G,ARIH2,Q9HC16,O95376,E3
GFI1,ARIH2,Q99684,O95376,E3
ARIH2,ARIH2,O95376,O95376,E3
TP53,ASAP1#TP53BP1,P04637,Q9ULH1#Q12888,E3
BIK,ASB11,Q13323,Q8WXH4,E3
RPN1,ASB11,P04843,Q8WXH4,E3
FLNA,ASB2,P21333,Q96Q27,E3
FLNB,ASB2,O75369,Q96Q27,E3
TNFRSF1B,ASB3,P20333,Q9Y575,E3
ID2,ASB4,Q02363,Q9Y574,E3
IK,ASB8,Q13123,Q9H765,E3
CKB,ASB9,P12277,Q96DX5,E3
CKMT1A,ASB9,P12532,Q96DX5,E3
SOD2,AURKA,P04179,O14965,E3
H2AX,BARD1,P16104,Q99728,E3
ESR1,BARD1,P03372,Q99728,E3
BRCA1,BARD1,P38398,Q99728,E3
POLR2H,BARD1,P52434,Q99728,E3
POLR2A,BARD1,P24928,Q99728,E3
TMBIM6,BFAR,P55061,Q9NZS9,E3
TGFA,BFAR,P01135,Q9NZS9,E3
TANK,BIRC2,Q92844,Q13490,E3
MAP3K14,BIRC2,Q99558,Q13490,E3
RIPK4,BIRC2,P57078,Q13490,E3
DIABLO,BIRC2,Q9NR28,Q13490,E3
CSE1L,BIRC2,P55060,Q13490,E3
RAC1,BIRC2,P63000,Q13490,E3
CASP8,BIRC2,Q14790,Q13490,E3
RIPK1,BIRC2,Q13546,Q13490,E3
TRAF1,BIRC2,Q13077,Q13490,E3
TRAF2,BIRC2,Q12933,Q13490,E3
TRAF6,BIRC2,Q9Y4K3,Q13490,E3
CASP7,BIRC2,P55210,Q13490,E3
BIRC2,BIRC2,Q13490,Q13490,E3
IKBKG,BIRC2,Q9Y6K9,Q13490,E3
MXD1,BIRC2,Q05195,Q13490,E3
RIPK3,BIRC2,Q9Y572,Q13490,E3
CASP3,BIRC2,P42574,Q13490,E3
PGAM5,BIRC2,Q96HS1,Q13490,E3
MAP3K5,BIRC2,Q99683,Q13490,E3
IKBKE,BIRC2,Q14164,Q13490,E3
TRAF3,BIRC2,Q13114,Q13490,E3
MAD1L1,BIRC2,Q9Y6D9,Q13490,E3
PCSK9,BIRC2,Q8NBP7,Q13490,E3
PACS2,BIRC2,Q86VP3,Q13490,E3
RIPK2,BIRC2,O43353,Q13490,E3
MAP3K14,BIRC3,Q99558,Q13489,E3
KRR1,BIRC3,Q13601,Q13489,E3
IRF1,BIRC3,P10914,Q13489,E3
TRAF1,BIRC3,Q13077,Q13489,E3
TRAF6,BIRC3,Q9Y4K3,Q13489,E3
RIPK3,BIRC3,Q9Y572,Q13489,E3
RIPK4,BIRC3,P57078,Q13489,E3
BCL10,BIRC3,O95999,Q13489,E3
CASP8,BIRC3,Q14790,Q13489,E3
TANK,BIRC3,Q92844,Q13489,E3
PACS2,BIRC3,Q86VP3,Q13489,E3
MALT1,BIRC3,Q9UDY8,Q13489,E3
IKBKE,BIRC3,Q14164,Q13489,E3
TRAF3,BIRC3,Q13114,Q13489,E3
RIPK1,BIRC3,Q13546,Q13489,E3
CASP3,BIRC3,P42574,Q13489,E3
DIABLO,BIRC3,Q9NR28,Q13489,E3
BIRC3,BIRC3,Q13489,Q13489,E3
RIPK2,BIRC3,O43353,Q13489,E3
CASP7,BIRC3,P55210,Q13489,E3
TRAF2,BIRC3,Q12933,Q13489,E3
DIABLO,BIRC6,Q9NR28,Q9NR09,E3
DIABLO,BIRC7,Q9NR28,Q96CA5,E3
GMNN,BMI1,O75496,P35226,E3
HIST2H2AB,BMI1,Q8IUE6,P35226,E3
H2AC20,BMI1,Q16777,P35226,E3
RNF2,BMI1,Q99496,P35226,E3
HIST1H2AH,BMI1,Q96KK5,P35226,E3
H2AC4,BMI1,P04908,P35226,E3
HIST1H2AA,BMI1,Q96QV6,P35226,E3
H2AC7,BMI1,P20671,P35226,E3
HIST1H2AC,BMI1,Q93077,P35226,E3
HIST1H2AJ,BMI1,Q99878,P35226,E3
HIST3H2A,BMI1,Q7L7L0,P35226,E3
H2AFX,BMI1,P16104,P35226,E3
HIST1H2AM,BMI1,P0C0S8,P35226,E3
H2AC18,BMI1,Q6FI13,P35226,E3
RRM1,BMI1,P23921,P35226,E3
H2AFZ,BMI1,P0C0S5,P35226,E3
H2AZ1,BMI1#RNF2,P0C0S5,P35226#Q99496,E3
H2AC18,BMI1#RNF2,Q6FI13,P35226#Q99496,E3
H2AC12,BMI1#RNF2,Q96KK5,P35226#Q99496,E3
RNF2,BMI1#RNF2,Q99496,P35226#Q99496,E3
H2AC11,BMI1#RNF2,P0C0S8,P35226#Q99496,E3
H2AW,BMI1#RNF2,Q7L7L0,P35226#Q99496,E3
H2AC20,BMI1#RNF2,Q16777,P35226#Q99496,E3
H2AC4,BMI1#RNF2,P04908,P35226#Q99496,E3
H2AC6,BMI1#RNF2,Q93077,P35226#Q99496,E3
H2AC1,BMI1#RNF2,Q96QV6,P35226#Q99496,E3
H2AC7,BMI1#RNF2,P20671,P35226#Q99496,E3
H2AC14,BMI1#RNF2,Q99878,P35226#Q99496,E3
H2AX,BMI1#RNF2,P16104,P35226#Q99496,E3
H2AC21,BMI1#RNF2,Q8IUE6,P35226#Q99496,E3
CDC14A,BRAP,Q9UNH5,Q7Z569,E3
BRAP,BRAP,Q7Z569,Q7Z569,E3
USP15,BRAP,Q9Y4E8,Q7Z569,E3
ESR1,BRCA1,P03372,P38398,E3
NPM1,BRCA1,P06748,P38398,E3
BRCA1,BRCA1,P38398,P38398,E3
RBBP8,BRCA1,Q99708,P38398,E3
AKT1,BRCA1,P31749,P38398,E3
CLSPN,BRCA1,Q9HAW4,P38398,E3
H2AC11,BRCA1,P0C0S8,P38398,E3
PGR,BRCA1,P06401,P38398,E3
POLR2H,BRCA1,P52434,P38398,E3
CCNB1,BRCA1,P14635,P38398,E3
H2AC4,BRCA1,P04908,P38398,E3
TUBG1,BRCA1,P23258,P38398,E3
H2AC1,BRCA1,Q96QV6,P38398,E3
NF2,BRCA1,P35240,P38398,E3
H2BC1,BRCA1,Q96A08,P38398,E3
POLR2A,BRCA1,P24928,P38398,E3
PSMA7,BRCA1,O14818,P38398,E3
TOP2A,BRCA1,P11388,P38398,E3
NR1H3,BRCA1,Q13133,P38398,E3
BARD1,BRCA1,Q99728,P38398,E3
FANCD2,BRCA1,Q9BXW9,P38398,E3
H2AFX,BRCA1,P16104,P38398,E3
H2AC20,BRCA1,Q16777,P38398,E3
HIST1H2AB,BRCA1,Q86WV6,P38398,E3
CDC25C,BRCA1,P30307,P38398,E3
POU2F1,BRCA1,P14859,P38398,E3
ERCC6,BRCA1,P0DP91,P38398,E3
TOP2ALPHA,BRCA1,Q2PQ59,P38398,E3
CD4,BTRC,P01730,Q9Y297,E3
CTNNB1,BTRC,P35222,Q9Y297,E3
CDC25A,BTRC,P30304,Q9Y297,E3
NFKBIB,BTRC,Q15653,Q9Y297,E3
PER2,BTRC,O15055,Q9Y297,E3
PER1,BTRC,O15534,Q9Y297,E3
IFNGR1,BTRC,P15260,Q9Y297,E3
ATF4,BTRC,P18848,Q9Y297,E3
NFKBIA,BTRC,P25963,Q9Y297,E3
MIS18A,BTRC,Q9NYP9,Q9Y297,E3
USP37,BTRC,Q86T82,Q9Y297,E3
BORA,BTRC,Q6PGQ7,Q9Y297,E3
GLI2,BTRC,P10070,Q9Y297,E3
NFE2L1,BTRC,Q14494,Q9Y297,E3
ZNRF3,BTRC,Q9ULT6,Q9Y297,E3
HSF1,BTRC,Q00613,Q9Y297,E3
CLSPN,BTRC,Q9HAW4,Q9Y297,E3
FBXO5,BTRC,Q9UKT4,Q9Y297,E3
FOXN2,BTRC,P32314,Q9Y297,E3
MDM2,BTRC,Q00987,Q9Y297,E3
TWIST1,BTRC,Q15672,Q9Y297,E3
HNRNPD,BTRC,Q14103,Q9Y297,E3
PRLR,BTRC,P16471,Q9Y297,E3
FANCM,BTRC,Q8IYD8,Q9Y297,E3
SP1,BTRC,P08047,Q9Y297,E3
CDC25B,BTRC,P30305,Q9Y297,E3
DAND5,BTRC,Q8N907,Q9Y297,E3
PFKFB3,BTRC,Q16875,Q9Y297,E3
WEE1,BTRC,P30291,Q9Y297,E3
SMAD3,BTRC,P84022,Q9Y297,E3
GLI3,BTRC,P10071,Q9Y297,E3
SPAAR,BTRC,A0A1B0GVQ0,Q9Y297,E3
YAP1,BTRC,P46937,Q9Y297,E3
EPOR,BTRC,P19235,Q9Y297,E3
BCL2L11,BTRC,O43521,Q9Y297,E3
BTG1,BTRC,P62324,Q9Y297,E3
CASP3,BTRC,P42574,Q9Y297,E3
RCAN1,BTRC,P53805,Q9Y297,E3
UHRF1,BTRC,Q96T88,Q9Y297,E3
GBF1,BTRC,Q92538,Q9Y297,E3
STAT1,BTRC,P42224,Q9Y297,E3
TBC1D7,BTRC,Q9P0N9,Q9Y297,E3
GSK3B,BTRC,P49841,Q9Y297,E3
PDCD4,BTRC,Q53EL6,Q9Y297,E3
NFE2L2,BTRC,Q16236,Q9Y297,E3
ELF3,BTRC,P78545,Q9Y297,E3
NFKB1,BTRC,P19838,Q9Y297,E3
TFAP4,BTRC,Q01664,Q9Y297,E3
KDR,BTRC,P35968,Q9Y297,E3
COMMD1,BTRC,Q8N668,Q9Y297,E3
BCL10,BTRC,O95999,Q9Y297,E3
TIAM1,BTRC,Q13009,Q9Y297,E3
PTP4A3,BTRC,O75365,Q9Y297,E3
CDK1,BTRC,P06493,Q9Y297,E3
SMAD4,BTRC,Q13485,Q9Y297,E3
TP53,BTRC,P04637,Q9Y297,E3
MCL1,BTRC,Q07820,Q9Y297,E3
DLG1,BTRC,Q12959,Q9Y297,E3
NFKB2,BTRC,Q00653,Q9Y297,E3
NFKBIE,BTRC,O00221,Q9Y297,E3
NRF1,BTRC,Q16656,Q9Y297,E3
FGD3,BTRC,Q5JSP0,Q9Y297,E3
MYC,BTRC,P01106,Q9Y297,E3
DLG5,BTRC,Q8TDM6,Q9Y297,E3
BHLHE40,BTRC,O14503,Q9Y297,E3
CHUK,BTRC,O15111,Q9Y297,E3
TFRC,BTRC,P02786,Q9Y297,E3
DDIT4,BTRC,Q9NX09,Q9Y297,E3
XRCC1,BTRC,P18887,Q9Y297,E3
BST2,BTRC,Q10589,Q9Y297,E3
PSMD4,BTRC,P55036,Q9Y297,E3
CPEB1,BTRC,Q9BZB8,Q9Y297,E3
LPCAT1,BTRC,Q8NF37,Q9Y297,E3
FN1,BTRC,P02751,Q9Y297,E3
BTG2,BTRC,P78543,Q9Y297,E3
IRAK1,BTRC,P51617,Q9Y297,E3
SNAI1,BTRC,O95863,Q9Y297,E3
FZR1,BTRC,Q9UM11,Q9Y297,E3
DEPTOR,BTRC,Q8TB45,Q9Y297,E3
TERF1,BTRC,P54274,Q9Y297,E3
TRIB2,BTRC,Q92519,Q9Y297,E3
CCNE1,BTRC,P24864,Q9Y297,E3
PKD2,BTRC,Q13563,Q9Y297,E3
PLK4,BTRC,O00444,Q9Y297,E3
CEP68,BTRC,Q76N32,Q9Y297,E3
REST,BTRC,Q13127,Q9Y297,E3
EEF2K,BTRC,O00418,Q9Y297,E3
PTTG1,BTRC,O95997,Q9Y297,E3
CDH1,BTRC,P12830,Q9Y297,E3
CCND1,BTRC,P24385,Q9Y297,E3
FOXO3,BTRC,O43524,Q9Y297,E3
GHR,BTRC,P10912,Q9Y297,E3
IFNAR1,BTRC,P17181,Q9Y297,E3
WWTR1,BTRC,Q9GZV5,Q9Y297,E3
METAP2,BTRC,P50579,Q9Y297,E3
PHLPP1,BTRC,O60346,Q9Y297,E3
USP47,BTRC,Q96K76,Q9Y297,E3
MXI1,BTRC,P50539,Q9Y297,E3
TRAF3IP2,BTRC,O43734,Q9Y297,E3
ELAVL1,BTRC,Q15717,Q9Y297,E3
LPIN2,BTRC,Q92539,Q9Y297,E3
RASSF1,BTRC,Q9NS23,Q9Y297,E3
TAZ,BTRC,Q16635,Q9Y297,E3
FGD1,BTRC,P98174,Q9Y297,E3
CREBZF,BTRC,Q9NS37,Q9Y297,E3
HRAS,BTRC,P01112,Q9Y297,E3
FBXW11,BTRC,Q9UKB1,Q9Y297,E3
IL10RA,BTRC,Q13651,Q9Y297,E3
BMI1,BTRC,P35226,Q9Y297,E3
CTTN,BTRC,Q14247,Q9Y297,E3
TP53,C10ORF90,P04637,Q96M02,E3
SRC,CBL,P12931,P22681,E3
EGFR,CBL,P00533,P22681,E3
FGFR2,CBL,P21802,P22681,E3
BCR,CBL,P11274,P22681,E3
FLT1,CBL,P17948,P22681,E3
LCK,CBL,P06239,P22681,E3
IL6ST,CBL,P40189,P22681,E3
FGFR3,CBL,P22607,P22681,E3
FYN,CBL,P06241,P22681,E3
PIK3R1,CBL,P27986,P22681,E3
FRS2,CBL,Q8WU20,P22681,E3
MTOR,CBL,P42345,P22681,E3
SYK,CBL,P43405,P22681,E3
ABL1,CBL,P00519,P22681,E3
SH3KBP1,CBL,Q96B97,P22681,E3
STAT5B,CBL,P51692,P22681,E3
MPL,CBL,P40238,P22681,E3
EPHA2,CBL,P29317,P22681,E3
LYN,CBL,P07948,P22681,E3
FGR,CBL,P09769,P22681,E3
FCGR2A,CBL,P12318,P22681,E3
MST1R,CBL,Q04912,P22681,E3
CRKL,CBL,P46109,P22681,E3
MYCBPAP,CBL,Q8TBZ2,P22681,E3
VAV1,CBL,P15498,P22681,E3
TEK,CBL,Q02763,P22681,E3
PIK3CG,CBL,P48736,P22681,E3
FGFR4,CBL,P22455,P22681,E3
ITGA5,CBL,P08648,P22681,E3
ARHGEF7,CBL,Q14155,P22681,E3
ERBB2,CBL,P04626,P22681,E3
SPRY2,CBL,O43597,P22681,E3
S100B,CBL,P04271,P22681,E3
IRF8,CBL,Q02556,P22681,E3
ALK,CBL,Q9UM73,P22681,E3
KIT,CBL,P10721,P22681,E3
PDGFRB,CBL,P09619,P22681,E3
NLRP3,CBL,Q96P20,P22681,E3
FGFR1,CBL,P11362,P22681,E3
NFATC1,CBL,O95644,P22681,E3
MET,CBL,P08581,P22681,E3
CD5,CBL,P06127,P22681,E3
SORBS2,CBL,O94875,P22681,E3
ZAP70,CBL,P43403,P22681,E3
LRIG1,CBL,Q96JA1,P22681,E3
EPHB1,CBL,P54762,P22681,E3
PLCG1,CBL,P19174,P22681,E3
STAT5A,CBL,P42229,P22681,E3
BCL2L11,CBL,O43521,P22681,E3
CSF1R,CBL,P07333,P22681,E3
HGS,CBL,O14964,P22681,E3
STAP2,CBL,Q9UGK3,P22681,E3
CFTR,CBL,P13569,P22681,E3
PDGFA,CBL,P04085,P22681,E3
KDR,CBL,P35968,P22681,E3
IL2RG,CBL,P31785,P22681,E3
IGF1R,CBL,P08069,P22681,E3
F2RL1,CBL,P55085,P22681,E3
PDGFRA,CBL,P16234,P22681,E3
EPHA8,CBL,P29322,P22681,E3
CTNNB1,CBL,P35222,P22681,E3
NGFR,CBL,P08138,P22681,E3
SPRED2,CBL,Q7Z698,P22681,E3
YES1,CBL,P07947,P22681,E3
SH3KBP1,CBLB,Q96B97,Q13191,E3
CBLB,CBLB,Q13191,Q13191,E3
CD247,CBLB,P20963,Q13191,E3
EXOT,CBLB,Q9I788,Q13191,E3
NLRP3,CBLB,Q96P20,Q13191,E3
SYK,CBLB,P43405,Q13191,E3
EGFR,CBLB,P00533,Q13191,E3
IRS1,CBLB,P35568,Q13191,E3
PDGFRA,CBLB,P16234,Q13191,E3
PLCG1,CBLB,P19174,Q13191,E3
SRC,CBLB,P12931,Q13191,E3
PIK3R1,CBLB,P27986,Q13191,E3
PIK3R2,CBLB,O00459,Q13191,E3
EGFR,CBLC,P00533,Q9ULV8,E3
SRC,CBLC,P12931,Q9ULV8,E3
CDH1,CBLL1,P12830,Q75N03,E3
ANXA2,CBLL1,P07355,Q75N03,E3
ART4,CBLL1,Q93070,Q75N03,E3
CTTN,CBLL1,Q14247,Q75N03,E3
TP53,CCAR1,P04637,Q8IX12,E3
CCNB1IP1,CCNB1IP1,Q9NPC3,Q9NPC3,E3
CCNB1,CCNB1IP1,P14635,Q9NPC3,E3
RRM2,CCNF,P31350,P41002,E3
CDC6,CCNF,Q99741,P41002,E3
CCP110,CCNF,O43303,P41002,E3
CDKN1B,CDC20,P46527,Q12834,E3
CCNB1,CDC20,P14635,Q12834,E3
CENPF,CDC20,P49454,Q12834,E3
PTTG1,CDC20,O95997,Q12834,E3
RUNX1,CDC20,Q01196,Q12834,E3
MCL1,CDC20,Q07820,Q12834,E3
BUB1B,CDC20,O60566,Q12834,E3
